example_id,sentence,source_text,source_norm,source_type,relation,target_text,target_norm,target_type
536,"Obesity ( odds ratio [ OR ] 2 . 3 , 95 % confidence interval [ CI ] 1 . 3-4 . 0 ) , current smoking ( OR 2 . 7 , 95 % CI 1 . 5-4 . 9 ) , lower educational attainment ( OR 2 . 0 , 95 % CI 1 . 2-3 . 3 ) , moderate incontinence ( OR 2 . 7 , 95 % CI 1 . 1-6 . 6 ) , and severe incontinence ( OR 3 . 8 , 95 % CI 1 . 6-9 . 1 ) were each associated with increased odds of major depression in women with urinary incontinence , controlling for age and medical comorbidity .",major depression,major depression,disease,occurs_in,women,women,Health_factors
536,"Obesity ( odds ratio [ OR ] 2 . 3 , 95 % confidence interval [ CI ] 1 . 3-4 . 0 ) , current smoking ( OR 2 . 7 , 95 % CI 1 . 5-4 . 9 ) , lower educational attainment ( OR 2 . 0 , 95 % CI 1 . 2-3 . 3 ) , moderate incontinence ( OR 2 . 7 , 95 % CI 1 . 1-6 . 6 ) , and severe incontinence ( OR 3 . 8 , 95 % CI 1 . 6-9 . 1 ) were each associated with increased odds of major depression in women with urinary incontinence , controlling for age and medical comorbidity .",women,women,Health_factors,occurs_in,urinary incontinence,urinary incontinence,Health_factors
536,"Obesity ( odds ratio [ OR ] 2 . 3 , 95 % confidence interval [ CI ] 1 . 3-4 . 0 ) , current smoking ( OR 2 . 7 , 95 % CI 1 . 5-4 . 9 ) , lower educational attainment ( OR 2 . 0 , 95 % CI 1 . 2-3 . 3 ) , moderate incontinence ( OR 2 . 7 , 95 % CI 1 . 1-6 . 6 ) , and severe incontinence ( OR 3 . 8 , 95 % CI 1 . 6-9 . 1 ) were each associated with increased odds of major depression in women with urinary incontinence , controlling for age and medical comorbidity .",urinary incontinence,urinary incontinence,Health_factors,occurs_in,women,women,Health_factors
536,"Obesity ( odds ratio [ OR ] 2 . 3 , 95 % confidence interval [ CI ] 1 . 3-4 . 0 ) , current smoking ( OR 2 . 7 , 95 % CI 1 . 5-4 . 9 ) , lower educational attainment ( OR 2 . 0 , 95 % CI 1 . 2-3 . 3 ) , moderate incontinence ( OR 2 . 7 , 95 % CI 1 . 1-6 . 6 ) , and severe incontinence ( OR 3 . 8 , 95 % CI 1 . 6-9 . 1 ) were each associated with increased odds of major depression in women with urinary incontinence , controlling for age and medical comorbidity .",urinary incontinence,urinary incontinence,Health_factors,risk_factor_of,major depression,major depression,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",alcohol use disorders,alcohol use disorders,disease,risk_factor_of,disability,disability,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",alcohol use disorders,alcohol use disorders,disease,risk_factor_of,early death,early death,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",alcohol use disorders,alcohol use disorders,disease,hyponym_of,Substance use disorders,substance use disorders,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",alcohol use disorders,alcohol use disorders,disease,risk_factor_of,early death and disability,early death and disability,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",drug use disorders,drug use disorders,disease,risk_factor_of,disability,disability,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",drug use disorders,drug use disorders,disease,risk_factor_of,early death,early death,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",drug use disorders,drug use disorders,disease,hyponym_of,Substance use disorders,substance use disorders,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",drug use disorders,drug use disorders,disease,risk_factor_of,early death and disability,early death and disability,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",intentional injuries,intentional injuries,disease,risk_factor_of,disability,disability,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",intentional injuries,intentional injuries,disease,risk_factor_of,early death,early death,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",intentional injuries,intentional injuries,disease,risk_factor_of,early death and disability,early death and disability,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",self-harm,self-harm,disease,risk_factor_of,disability,disability,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",self-harm,self-harm,disease,hyponym_of,intentional injuries,intentional injuries,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",self-harm,self-harm,disease,risk_factor_of,early death,early death,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",self-harm,self-harm,disease,risk_factor_of,early death and disability,early death and disability,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",interpersonal violence,interpersonal violence,Health_factors,risk_factor_of,disability,disability,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",interpersonal violence,interpersonal violence,Health_factors,hyponym_of,intentional injuries,intentional injuries,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",interpersonal violence,interpersonal violence,Health_factors,risk_factor_of,early death,early death,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",interpersonal violence,interpersonal violence,Health_factors,risk_factor_of,early death and disability,early death and disability,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",early death and disability,early death and disability,disease,hyponym_of,intentional injuries,intentional injuries,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",substance use disorders,substance use disorders,disease,risk_factor_of,deaths,deaths,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",intentional injuries,intentional injuries,disease,risk_factor_of,disability,disability,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",intentional injuries,intentional injuries,disease,risk_factor_of,deaths,deaths,disease
538,"Importance Substance use disorders , including alcohol use disorders and drug use disorders , and intentional injuries , including self-harm and interpersonal violence , are important causes of early death and disability in the United States . Results Between 1980 and 2014 , there were 2848768 deaths due to substance use disorders and intentional injuries recorded in the United States .",intentional injuries,intentional injuries,disease,risk_factor_of,early death and disability,early death and disability,disease
543,"Conclusions and Relevance Mortality due to alcohol use disorders , drug use disorders , self-harm , and interpersonal violence varied widely among US counties , both in terms of levels of mortality and trends .",alcohol use disorders,alcohol use disorders,disease,risk_factor_of,Mortality,mortality,disease
543,"Conclusions and Relevance Mortality due to alcohol use disorders , drug use disorders , self-harm , and interpersonal violence varied widely among US counties , both in terms of levels of mortality and trends .",drug use disorders,drug use disorders,disease,risk_factor_of,Mortality,mortality,disease
543,"Conclusions and Relevance Mortality due to alcohol use disorders , drug use disorders , self-harm , and interpersonal violence varied widely among US counties , both in terms of levels of mortality and trends .",self-harm,self-harm,disease,risk_factor_of,Mortality,mortality,disease
543,"Conclusions and Relevance Mortality due to alcohol use disorders , drug use disorders , self-harm , and interpersonal violence varied widely among US counties , both in terms of levels of mortality and trends .",interpersonal violence,interpersonal violence,Health_factors,risk_factor_of,Mortality,mortality,disease
544,"Diabetes mellitus in people with schizophrenia , bipolar disorder and major depressive disorder : a systematic review and large scale meta-analysis .",Diabetes mellitus,diabetes mellitus,disease,occurs_in,schizophrenia,schizophrenia,disease
544,"Diabetes mellitus in people with schizophrenia , bipolar disorder and major depressive disorder : a systematic review and large scale meta-analysis .",Diabetes mellitus,diabetes mellitus,disease,occurs_in,bipolar disorder,bipolar disorder,disease
544,"Diabetes mellitus in people with schizophrenia , bipolar disorder and major depressive disorder : a systematic review and large scale meta-analysis .",Diabetes mellitus,diabetes mellitus,disease,occurs_in,major depressive disorder,major depressive disorder,disease
545,"Type 2 diabetes mellitus ( T2DM ) is highly predictive of cardiovascular diseases and can have particularly deleterious health impacts in people with severe mental illness ( SMI ) , i . e . schizophrenia , bipolar disorder or major depressive disorder .",Type 2 diabetes mellitus,type 2 diabetes mellitus,disease,risk_factor_of,cardiovascular diseases,cardiovascular diseases,disease
545,"Type 2 diabetes mellitus ( T2DM ) is highly predictive of cardiovascular diseases and can have particularly deleterious health impacts in people with severe mental illness ( SMI ) , i . e . schizophrenia , bipolar disorder or major depressive disorder .",T2DM,t2dm,disease,risk_factor_of,cardiovascular diseases,cardiovascular diseases,disease
545,"Type 2 diabetes mellitus ( T2DM ) is highly predictive of cardiovascular diseases and can have particularly deleterious health impacts in people with severe mental illness ( SMI ) , i . e . schizophrenia , bipolar disorder or major depressive disorder .",T2DM,t2dm,disease,abbreviation_for,Type 2 diabetes mellitus,type 2 diabetes mellitus,disease
545,"Type 2 diabetes mellitus ( T2DM ) is highly predictive of cardiovascular diseases and can have particularly deleterious health impacts in people with severe mental illness ( SMI ) , i . e . schizophrenia , bipolar disorder or major depressive disorder .",SMI,smi,disease,abbreviation_for,severe mental illness,severe mental illness,disease
550,"A comparative meta-analysis established that multi-episode persons with SMI ( N = 133 , 470 ) were significantly more likely to have T2DM than matched controls ( N = 5 , 622 , 664 ) : relative risk , RR = 1 . 85 , 95 % CI : 1 . 45-2 . 37 , p < 0 . 001 .",multi-episode persons,multi-episode persons,Health_factors,occurs_in,SMI,smi,method
550,"A comparative meta-analysis established that multi-episode persons with SMI ( N = 133 , 470 ) were significantly more likely to have T2DM than matched controls ( N = 5 , 622 , 664 ) : relative risk , RR = 1 . 85 , 95 % CI : 1 . 45-2 . 37 , p < 0 . 001 .",multi-episode persons,multi-episode persons,Health_factors,risk_factor_of,T2DM,t2dm,disease
550,"A comparative meta-analysis established that multi-episode persons with SMI ( N = 133 , 470 ) were significantly more likely to have T2DM than matched controls ( N = 5 , 622 , 664 ) : relative risk , RR = 1 . 85 , 95 % CI : 1 . 45-2 . 37 , p < 0 . 001 .",SMI,smi,method,risk_factor_of,T2DM,t2dm,disease
552,"Higher T2DM prevalences were observed in women with SMI compared to men ( RR = 1 . 43 , 95 % CI : 1 . 20-1 . 69 , p < 0 . 001 ) .",women,women,Health_factors,risk_factor_of,T2DM,t2dm,disease
552,"Higher T2DM prevalences were observed in women with SMI compared to men ( RR = 1 . 43 , 95 % CI : 1 . 20-1 . 69 , p < 0 . 001 ) .",SMI,smi,method,risk_factor_of,T2DM,t2dm,disease
554,"The T2DM prevalence was higher in patients prescribed antipsychotics , except for aripriprazole and amisulpride .",antipsychotics,antipsychotics,drug,risk_factor_of,T2DM,t2dm,disease
557,"Association between alcohol and substance use disorders and all-cause and cause-specific mortality in schizophrenia , bipolar disorder , and unipolar depression : a nationwide , prospective , register-based study .",alcohol and substance use disorders,alcohol and substance use disorders,disease,associated_with,all-cause and cause-specific mortality,all-cause and cause-specific mortality,disease
557,"Association between alcohol and substance use disorders and all-cause and cause-specific mortality in schizophrenia , bipolar disorder , and unipolar depression : a nationwide , prospective , register-based study .",all-cause and cause-specific mortality,all-cause and cause-specific mortality,disease,occurs_in,schizophrenia,schizophrenia,disease
557,"Association between alcohol and substance use disorders and all-cause and cause-specific mortality in schizophrenia , bipolar disorder , and unipolar depression : a nationwide , prospective , register-based study .",all-cause and cause-specific mortality,all-cause and cause-specific mortality,disease,occurs_in,bipolar disorder,bipolar disorder,disease
557,"Association between alcohol and substance use disorders and all-cause and cause-specific mortality in schizophrenia , bipolar disorder , and unipolar depression : a nationwide , prospective , register-based study .",all-cause and cause-specific mortality,all-cause and cause-specific mortality,disease,occurs_in,unipolar depression,unipolar depression,disease
558,BACKGROUND People with severe mental illness have both increased mortality and are more likely to have a substance use disorder .,severe mental illness,severe mental illness,disease,risk_factor_of,mortality,mortality,disease
558,BACKGROUND People with severe mental illness have both increased mortality and are more likely to have a substance use disorder .,severe mental illness,severe mental illness,disease,risk_factor_of,substance use disorder,substance use disorder,disease
559,"We assessed the association between mortality and lifetime substance use disorder in patients with schizophrenia , bipolar disorder , or unipolar depression .",lifetime substance use disorder,lifetime substance use disorder,disease,occurs_in,schizophrenia,schizophrenia,disease
559,"We assessed the association between mortality and lifetime substance use disorder in patients with schizophrenia , bipolar disorder , or unipolar depression .",lifetime substance use disorder,lifetime substance use disorder,disease,occurs_in,bipolar disorder,bipolar disorder,disease
559,"We assessed the association between mortality and lifetime substance use disorder in patients with schizophrenia , bipolar disorder , or unipolar depression .",lifetime substance use disorder,lifetime substance use disorder,disease,occurs_in,unipolar depression,unipolar depression,disease
562,"We calculated hazard ratios ( HRs ) for all-cause mortality and subhazard ratios ( SHRs ) for cause-specific mortality associated with substance use disorder of alcohol , cannabis , or hard drugs .",HRs,hrs,method,abbreviation_for,hazard ratios,hazard ratios,method
562,"We calculated hazard ratios ( HRs ) for all-cause mortality and subhazard ratios ( SHRs ) for cause-specific mortality associated with substance use disorder of alcohol , cannabis , or hard drugs .",SHRs,shrs,method,abbreviation_for,subhazard ratios,subhazard ratios,method
562,"We calculated hazard ratios ( HRs ) for all-cause mortality and subhazard ratios ( SHRs ) for cause-specific mortality associated with substance use disorder of alcohol , cannabis , or hard drugs .",cause-specific mortality,cause-specific mortality,disease,associated_with,substance use disorder,substance use disorder,disease
563,We calculated standardised mortality ratios ( SMRs ) to compare the mortality in the study populations to that of the background population .,SMRs,smrs,method,abbreviation_for,standardised mortality ratios,standardised mortality ratios,method
567,"In schizophrenia , all substance use disorders were significantly associated with increased risk of all-cause mortality , both individually ( alcohol , HR 152 [ 95 % CI 140-165 ] , p < 00001 ; cannabis , 124 [ 104-148 ] , p = 00174 ; hard drugs , 178 [ 156-204 ] , p < 00001 ) and when combined .",schizophrenia,schizophrenia,disease,occurs_in,substance use disorders,substance use disorders,disease
567,"In schizophrenia , all substance use disorders were significantly associated with increased risk of all-cause mortality , both individually ( alcohol , HR 152 [ 95 % CI 140-165 ] , p < 00001 ; cannabis , 124 [ 104-148 ] , p = 00174 ; hard drugs , 178 [ 156-204 ] , p < 00001 ) and when combined .",substance use disorders,substance use disorders,disease,risk_factor_of,all-cause mortality,all-cause mortality,disease
568,"In bipolar disorder or depression , only substance use disorders of alcohol ( bipolar disorder , HR 152 [ 95 % CI 127-181 ] , p < 00001 ; depression , 201 [ 186-218 ] , p < 00001 ) or hard drugs ( bipolar disorder , 189 [ 134-266 ] , p = 00003 ; depression , 227 [ 198-260 ] , p < 00001 ) increased risk of all-cause mortality individually .",bipolar disorder,bipolar disorder,disease,occurs_in,substance use disorders of alcohol,substance use disorders of alcohol,disease
568,"In bipolar disorder or depression , only substance use disorders of alcohol ( bipolar disorder , HR 152 [ 95 % CI 127-181 ] , p < 00001 ; depression , 201 [ 186-218 ] , p < 00001 ) or hard drugs ( bipolar disorder , 189 [ 134-266 ] , p = 00003 ; depression , 227 [ 198-260 ] , p < 00001 ) increased risk of all-cause mortality individually .",substance use disorders,substance use disorders,disease,risk_factor_of,all-cause mortality,all-cause mortality,disease
568,"In bipolar disorder or depression , only substance use disorders of alcohol ( bipolar disorder , HR 152 [ 95 % CI 127-181 ] , p < 00001 ; depression , 201 [ 186-218 ] , p < 00001 ) or hard drugs ( bipolar disorder , 189 [ 134-266 ] , p = 00003 ; depression , 227 [ 198-260 ] , p < 00001 ) increased risk of all-cause mortality individually .",substance use disorders of alcohol,substance use disorders of alcohol,disease,risk_factor_of,all-cause mortality,all-cause mortality,disease
568,"In bipolar disorder or depression , only substance use disorders of alcohol ( bipolar disorder , HR 152 [ 95 % CI 127-181 ] , p < 00001 ; depression , 201 [ 186-218 ] , p < 00001 ) or hard drugs ( bipolar disorder , 189 [ 134-266 ] , p = 00003 ; depression , 227 [ 198-260 ] , p < 00001 ) increased risk of all-cause mortality individually .",alcohol,alcohol,disease,risk_factor_of,all-cause mortality,all-cause mortality,disease
568,"In bipolar disorder or depression , only substance use disorders of alcohol ( bipolar disorder , HR 152 [ 95 % CI 127-181 ] , p < 00001 ; depression , 201 [ 186-218 ] , p < 00001 ) or hard drugs ( bipolar disorder , 189 [ 134-266 ] , p = 00003 ; depression , 227 [ 198-260 ] , p < 00001 ) increased risk of all-cause mortality individually .",hard drugs,hard drugs,drug,risk_factor_of,all-cause mortality,all-cause mortality,disease
568,"In bipolar disorder or depression , only substance use disorders of alcohol ( bipolar disorder , HR 152 [ 95 % CI 127-181 ] , p < 00001 ; depression , 201 [ 186-218 ] , p < 00001 ) or hard drugs ( bipolar disorder , 189 [ 134-266 ] , p = 00003 ; depression , 227 [ 198-260 ] , p < 00001 ) increased risk of all-cause mortality individually .",depression,depression,disease,risk_factor_of,all-cause mortality,all-cause mortality,disease
569,"INTERPRETATION Mortality in people with mental illness is far higher in individuals with substance use disorders than in those without , particularly in people who misuse alcohol and hard drugs .",Mortality,mortality,disease,occurs_in,mental illness,mental illness,disease
569,"INTERPRETATION Mortality in people with mental illness is far higher in individuals with substance use disorders than in those without , particularly in people who misuse alcohol and hard drugs .",substance use disorders,substance use disorders,disease,risk_factor_of,Mortality,mortality,disease
572,"While serum after IFN-alpha increased neurogenesis compared with baseline serum , a lower increase in neurogenesis was also predictive of later development of depression ( odds ratio = 0 . 86 ; p = 0 . 006 ) .",serum,serum,region,associated_with,neurogenesis,neurogenesis,physiology
572,"While serum after IFN-alpha increased neurogenesis compared with baseline serum , a lower increase in neurogenesis was also predictive of later development of depression ( odds ratio = 0 . 86 ; p = 0 . 006 ) .",IFN-alpha,ifn-alpha,gene,associated_with,neurogenesis,neurogenesis,physiology
572,"While serum after IFN-alpha increased neurogenesis compared with baseline serum , a lower increase in neurogenesis was also predictive of later development of depression ( odds ratio = 0 . 86 ; p = 0 . 006 ) .",neurogenesis,neurogenesis,physiology,associated_with,depression,depression,disease
574,The ubiquitin-proteasome system is a master regulator of neural development and the maintenance of brain structure and function .,ubiquitin-proteasome system,ubiquitin-proteasome system,region,associated_with,neural development,neural development,physiology
574,The ubiquitin-proteasome system is a master regulator of neural development and the maintenance of brain structure and function .,ubiquitin-proteasome system,ubiquitin-proteasome system,region,associated_with,brain structure and function,brain structure and function,physiology
576,"Moreover , ubiquitin-proteasome system signalling transduces epigenetic changes in neurons independently of protein degradation and , as such , dysfunction of components and substrates of this system has been linked to a broad range of brain conditions .",ubiquitin-proteasome system signalling,ubiquitin-proteasome system signalling,physiology,associated_with,brain conditions,brain conditions,disease
577,"Although links between ubiquitin-proteasome system dysfunction and neurodegenerative disorders have been known for some time , only recently have similar links emerged for neurodevelopmental disorders , such as schizophrenia .",ubiquitin-proteasome system dysfunction,ubiquitin-proteasome system dysfunction,disease,associated_with,neurodegenerative disorders,neurodegenerative disorders,disease
577,"Although links between ubiquitin-proteasome system dysfunction and neurodegenerative disorders have been known for some time , only recently have similar links emerged for neurodevelopmental disorders , such as schizophrenia .",schizophrenia,schizophrenia,disease,hyponym_of,neurodevelopmental disorders,neurodevelopmental disorders,disease
578,"Here , we review the components of the ubiquitin-proteasome system that are reported to be dysregulated in schizophrenia , and discuss specific molecular changes to these components that might , in part , explain the complex causes of this mental disorder .",ubiquitin-proteasome system,ubiquitin-proteasome system,region,associated_with,schizophrenia,schizophrenia,disease
579,Rostral anterior cingulate cortex is a structural correlate of repetitive TMS treatment response in depression .,Rostral anterior cingulate cortex,rostral anterior cingulate cortex,region,associated_with,repetitive TMS treatment response,repetitive tms treatment response,physiology
579,Rostral anterior cingulate cortex is a structural correlate of repetitive TMS treatment response in depression .,repetitive TMS treatment response,repetitive tms treatment response,physiology,occurs_in,depression,depression,disease
580,"In these 3xTg-AD mouse brains , upregulated ryanodine receptor ( RyR ) activity is associated with a shift toward synaptic depression , likely through a reduction in presynaptic vesicle stores and increased postsynaptic outward currents through small-conductance calcium-activated potassium SK2 channels .",ryanodine receptor,ryanodine receptor,gene,associated_with,synaptic depression,synaptic depression,physiology
580,"In these 3xTg-AD mouse brains , upregulated ryanodine receptor ( RyR ) activity is associated with a shift toward synaptic depression , likely through a reduction in presynaptic vesicle stores and increased postsynaptic outward currents through small-conductance calcium-activated potassium SK2 channels .",RyR,ryr,gene,abbreviation_for,ryanodine receptor,ryanodine receptor,gene
580,"In these 3xTg-AD mouse brains , upregulated ryanodine receptor ( RyR ) activity is associated with a shift toward synaptic depression , likely through a reduction in presynaptic vesicle stores and increased postsynaptic outward currents through small-conductance calcium-activated potassium SK2 channels .",RyR,ryr,gene,associated_with,synaptic depression,synaptic depression,physiology
580,"In these 3xTg-AD mouse brains , upregulated ryanodine receptor ( RyR ) activity is associated with a shift toward synaptic depression , likely through a reduction in presynaptic vesicle stores and increased postsynaptic outward currents through small-conductance calcium-activated potassium SK2 channels .",postsynaptic outward currents,postsynaptic outward currents,physiology,associated_with,small-conductance calcium-activated potassium SK2 channels,small-conductance calcium-activated potassium sk2 channels,physiology
581,"CONCLUSION : TPPU treatment after SE attenuates SRS and epilepsy-associated depressive behaviours in the LiCl-pilocarpine induced post-SE rat model , and it also exerts anti-inflammatory effects in the brain .",TPPU treatment,tppu treatment,method,treatment_for,SRS,srs,disease
581,"CONCLUSION : TPPU treatment after SE attenuates SRS and epilepsy-associated depressive behaviours in the LiCl-pilocarpine induced post-SE rat model , and it also exerts anti-inflammatory effects in the brain .",TPPU treatment,tppu treatment,method,treatment_for,epilepsy-associated depressive behaviours,epilepsy-associated depressive behaviours,disease
581,"CONCLUSION : TPPU treatment after SE attenuates SRS and epilepsy-associated depressive behaviours in the LiCl-pilocarpine induced post-SE rat model , and it also exerts anti-inflammatory effects in the brain .",SE,se,physiology,treatment_for,epilepsy-associated depressive behaviours,epilepsy-associated depressive behaviours,disease
581,"CONCLUSION : TPPU treatment after SE attenuates SRS and epilepsy-associated depressive behaviours in the LiCl-pilocarpine induced post-SE rat model , and it also exerts anti-inflammatory effects in the brain .",SRS,srs,disease,occurs_in,LiCl-pilocarpine induced post-SE rat model,licl-pilocarpine induced post-se rat model,method
581,"CONCLUSION : TPPU treatment after SE attenuates SRS and epilepsy-associated depressive behaviours in the LiCl-pilocarpine induced post-SE rat model , and it also exerts anti-inflammatory effects in the brain .",epilepsy-associated depressive behaviours,epilepsy-associated depressive behaviours,disease,occurs_in,LiCl-pilocarpine induced post-SE rat model,licl-pilocarpine induced post-se rat model,method
581,"CONCLUSION : TPPU treatment after SE attenuates SRS and epilepsy-associated depressive behaviours in the LiCl-pilocarpine induced post-SE rat model , and it also exerts anti-inflammatory effects in the brain .",anti-inflammatory effects,anti-inflammatory effects,physiology,located_in,brain,brain,region
583,"BACKGROUND Severe , refractory obsessive-compulsive disorder ( OCD ) is a disabling condition .","Severe , refractory obsessive-compulsive disorder","severe , refractory obsessive-compulsive disorder",disease,hyponym_of,disabling condition,disabling condition,disease
583,"BACKGROUND Severe , refractory obsessive-compulsive disorder ( OCD ) is a disabling condition .",obsessive-compulsive disorder,obsessive-compulsive disorder,disease,hyponym_of,disabling condition,disabling condition,disease
583,"BACKGROUND Severe , refractory obsessive-compulsive disorder ( OCD ) is a disabling condition .",OCD,ocd,disease,abbreviation_for,obsessive-compulsive disorder,obsessive-compulsive disorder,disease
583,"BACKGROUND Severe , refractory obsessive-compulsive disorder ( OCD ) is a disabling condition .",OCD,ocd,disease,hyponym_of,disabling condition,disabling condition,disease
583,"BACKGROUND Severe , refractory obsessive-compulsive disorder ( OCD ) is a disabling condition .",OCD,ocd,disease,abbreviation_for,"Severe , refractory obsessive-compulsive disorder","severe , refractory obsessive-compulsive disorder",disease
586,"The primary outcome measure was the severity of OCD , as assessed by the Yale-Brown Obsessive Compulsive Scale ( Y-BOCS ) , at the end of two 3-month periods .",Yale-Brown Obsessive Compulsive Scale,yale-brown obsessive compulsive scale,method,help_diagnose,OCD,ocd,disease
586,"The primary outcome measure was the severity of OCD , as assessed by the Yale-Brown Obsessive Compulsive Scale ( Y-BOCS ) , at the end of two 3-month periods .",Y-BOCS,y-bocs,method,help_diagnose,OCD,ocd,disease
586,"The primary outcome measure was the severity of OCD , as assessed by the Yale-Brown Obsessive Compulsive Scale ( Y-BOCS ) , at the end of two 3-month periods .",Y-BOCS,y-bocs,method,abbreviation_for,Yale-Brown Obsessive Compulsive Scale,yale-brown obsessive compulsive scale,method
587,"General psychopathologic findings , functioning , and tolerance were assessed with the use of standardized psychiatric scales , the Global Assessment of Functioning ( GAF ) scale , and neuropsychological tests .",GAF,gaf,method,abbreviation_for,Global Assessment of Functioning,global assessment of functioning,method
